title,ingredients,steps,cuisine,rating
Golden Chicken! .,"tomato, spinach, salt, chili! .",Chop ingredients -> Let it simmer -> Add seasoning! .,INDIAN! .,5.0
Spaghetti Delight! .,"milk, tomato, vanilla! .",Boil water -> Chop ingredients -> Garnish with herbs! .,MEXICAN! .,2.0
Sweet & Spicy Carrot! .,"pepper, butter, lemon, vanilla! .",Mix ingredients -> Boil water -> Garnish with herbs! .,FRENCH! .,3.0
Herbal Lemon Rice! .,"pasta, tomato, carrot, garlic, spinach! .",Chop ingredients -> Let it simmer -> Garnish with herbs -> Heat oil -> Serve hot! .,CHINESE! .,3.0
Sugar Glazed Rice! .,"chili, vanilla, onion, beef, cheese, tomato! .",Add seasoning -> Boil water -> Garnish with herbs -> Chop ingredients -> Serve hot! .,THAI! .,2.0
Golden Chicken! .,"rice, turmeric, spinach, chili, basil, chicken! .",Mix ingredients -> Let it simmer -> Add seasoning -> Serve hot! .,CHINESE! .,1.0
Spaghetti Delight! .,"pasta, beef, turmeric, vanilla! .",Boil water -> Chop ingredients -> Let it simmer! .,CHINESE! .,4.0
Sweet & Spicy Carrot! .,"carrot, turmeric, basil, garlic, milk, pepper! .",Mix ingredients -> Add seasoning -> Heat oil -> Garnish with herbs! .,ITALIAN! .,3.0
Herbal Lemon Rice! .,"lemon, vanilla, salt! .",Chop ingredients -> Add seasoning -> Mix ingredients! .,INDIAN! .,2.0
Golden Chicken! .,"egg, cheese, salt, vanilla, pasta, tomato! .",Let it simmer -> Bake at 350°F -> Mix ingredients! .,INDIAN! .,2.0
Spaghetti Delight! .,"vanilla, sugar, pasta, garlic, potato, flour! .",Chop ingredients -> Add seasoning -> Heat oil -> Let it simmer -> Bake at 350°F! .,AMERICAN! .,1.0
Sweet & Spicy Carrot! .,"pasta, lemon, vanilla, chicken, egg! .",Mix ingredients -> Serve hot -> Add seasoning! .,INDIAN! .,5.0
Herbal Lemon Rice! .,"pasta, salt, cumin! .",Chop ingredients -> Let it simmer -> Garnish with herbs -> Heat oil! .,INDIAN! .,4.0
Sugar Glazed Rice! .,"chicken, olive oil, butter, vanilla! .",Heat oil -> Boil water -> Garnish with herbs! .,ITALIAN! .,2.0
Golden Chicken! .,"rice, spinach, beef, chicken! .",Garnish with herbs -> Bake at 350°F -> Serve hot! .,THAI! .,4.0
Spaghetti Delight! .,"pasta, onion, rice, milk! .",Mix ingredients -> Heat oil -> Garnish with herbs -> Let it simmer -> Bake at 350°F! .,FRENCH! .,1.0
Sweet & Spicy Carrot! .,"egg, cumin, lemon, basil, beef! .",Serve hot -> Let it simmer -> Boil water! .,THAI! .,1.0
Herbal Lemon Rice! .,"sugar, garlic, beef, salt, pepper! .",Bake at 350°F -> Add seasoning -> Boil water -> Let it simmer -> Chop ingredients! .,MEXICAN! .,4.0
Sugar Glazed Rice! .,"chili, olive oil, butter, potato! .",Heat oil -> Boil water -> Mix ingredients! .,MEXICAN! .,2.0
Golden Chicken! .,"rice, carrot, flour! .",Bake at 350°F -> Let it simmer -> Chop ingredients -> Add seasoning! .,FRENCH! .,4.0
Spaghetti Delight! .,"carrot, flour, beef! .",Garnish with herbs -> Serve hot -> Mix ingredients! .,CHINESE! .,5.0
Sweet & Spicy Carrot! .,"potato, vanilla, chicken, rice! .",Bake at 350°F -> Mix ingredients -> Let it simmer -> Serve hot! .,CHINESE! .,1.0
Herbal Lemon Rice! .,"cumin, basil, chicken, spinach, sugar, salt! .",Let it simmer -> Serve hot -> Garnish with herbs -> Chop ingredients -> Boil water! .,ITALIAN! .,5.0
Sugar Glazed Rice! .,"vanilla, egg, flour, lemon! .",Let it simmer -> Garnish with herbs -> Chop ingredients -> Heat oil! .,INDIAN! .,1.0
Golden Chicken! .,"beef, cheese, vanilla, flour! .",Chop ingredients -> Boil water -> Mix ingredients! .,INDIAN! .,4.0
Spaghetti Delight! .,"tomato, onion, spinach! .",Garnish with herbs -> Chop ingredients -> Heat oil -> Bake at 350°F! .,INDIAN! .,2.0
Sweet & Spicy Carrot! .,"potato, lemon, turmeric, onion! .",Chop ingredients -> Boil water -> Bake at 350°F -> Mix ingredients -> Add seasoning! .,INDIAN! .,1.0
Herbal Lemon Rice! .,"chicken, flour, basil, butter! .",Let it simmer -> Garnish with herbs -> Boil water! .,THAI! .,1.0
Sugar Glazed Rice! .,"carrot, olive oil, rice! .",Let it simmer -> Boil water -> Add seasoning! .,ITALIAN! .,1.0
Golden Chicken! .,"chili, chicken, vanilla, butter, turmeric! .",Let it simmer -> Chop ingredients -> Serve hot -> Mix ingredients -> Boil water! .,ITALIAN! .,2.0
Sweet & Spicy Carrot! .,"spinach, beef, basil, lemon! .",Mix ingredients -> Add seasoning -> Garnish with herbs! .,MEXICAN! .,5.0
Herbal Lemon Rice! .,"garlic, turmeric, cheese, chicken! .",Mix ingredients -> Heat oil -> Boil water -> Add seasoning -> Garnish with herbs! .,MEXICAN! .,1.0
Sugar Glazed Rice! .,"cheese, salt, chili, garlic, basil, vanilla! .",Chop ingredients -> Garnish with herbs -> Heat oil -> Serve hot -> Boil water! .,FRENCH! .,1.0
Golden Chicken! .,"cumin, milk, carrot, pepper, sugar! .",Boil water -> Heat oil -> Serve hot -> Garnish with herbs! .,THAI! .,5.0
Sweet & Spicy Carrot! .,"turmeric, chili, spinach, potato! .",Mix ingredients -> Let it simmer -> Garnish with herbs -> Bake at 350°F! .,ITALIAN! .,4.0
Herbal Lemon Rice! .,"lemon, rice, milk, salt! .",Garnish with herbs -> Heat oil -> Let it simmer -> Serve hot! .,MEXICAN! .,5.0
Sugar Glazed Rice! .,"cumin, rice, potato, pasta, pepper, chicken! .",Mix ingredients -> Serve hot -> Heat oil -> Boil water -> Add seasoning! .,ITALIAN! .,1.0
Golden Chicken! .,"onion, rice, flour, milk, tomato, egg! .",Bake at 350°F -> Heat oil -> Serve hot! .,THAI! .,5.0
Spaghetti Delight! .,"olive oil, salt, chili! .",Add seasoning -> Garnish with herbs -> Let it simmer -> Bake at 350°F! .,AMERICAN! .,4.0
Sweet & Spicy Carrot! .,"egg, beef, pepper! .",Let it simmer -> Mix ingredients -> Add seasoning -> Chop ingredients -> Boil water! .,THAI! .,3.0
Herbal Lemon Rice! .,"butter, carrot, potato, pasta! .",Garnish with herbs -> Mix ingredients -> Bake at 350°F! .,ITALIAN! .,1.0
Sugar Glazed Rice! .,"cumin, vanilla, chicken, potato! .",Heat oil -> Add seasoning -> Bake at 350°F -> Garnish with herbs! .,THAI! .,3.0
Golden Chicken! .,"milk, turmeric, chicken! .",Boil water -> Chop ingredients -> Add seasoning! .,AMERICAN! .,4.0
Spaghetti Delight! .,"chili, beef, onion, olive oil, milk, chicken! .",Boil water -> Bake at 350°F -> Garnish with herbs -> Add seasoning! .,CHINESE! .,5.0
Herbal Lemon Rice! .,"milk, rice, potato, beef, sugar! .",Chop ingredients -> Boil water -> Let it simmer! .,AMERICAN! .,1.0
Sugar Glazed Rice! .,"egg, cheese, rice, basil, garlic! .",Garnish with herbs -> Chop ingredients -> Let it simmer! .,THAI! .,2.0
Golden Chicken! .,"carrot, butter, lemon! .",Add seasoning -> Boil water -> Chop ingredients! .,MEXICAN! .,2.0
Spaghetti Delight! .,"garlic, lemon, potato! .",Bake at 350°F -> Serve hot -> Mix ingredients -> Heat oil -> Chop ingredients! .,THAI! .,4.0
Sweet & Spicy Carrot! .,"salt, chicken, sugar! .",Boil water -> Bake at 350°F -> Serve hot -> Add seasoning -> Heat oil! .,AMERICAN! .,5.0
Herbal Lemon Rice! .,"garlic, tomato, cheese, cumin! .",Mix ingredients -> Bake at 350°F -> Boil water -> Add seasoning! .,FRENCH! .,1.0
Sugar Glazed Rice! .,"flour, basil, carrot, sugar! .",Heat oil -> Boil water -> Let it simmer -> Bake at 350°F! .,CHINESE! .,3.0
Golden Chicken! .,"tomato, beef, salt, butter! .",Serve hot -> Boil water -> Heat oil! .,FRENCH! .,1.0
Spaghetti Delight! .,"olive oil, chili, cumin, flour, turmeric! .",Bake at 350°F -> Boil water -> Add seasoning -> Serve hot -> Mix ingredients! .,ITALIAN! .,2.0
Sweet & Spicy Carrot! .,"butter, salt, spinach, pasta, chicken, rice! .",Bake at 350°F -> Chop ingredients -> Add seasoning -> Garnish with herbs! .,THAI! .,5.0
Herbal Lemon Rice! .,"flour, rice, vanilla, tomato, butter, onion! .",Garnish with herbs -> Boil water -> Heat oil! .,THAI! .,5.0
Sugar Glazed Rice! .,"chili, vanilla, butter! .",Heat oil -> Mix ingredients -> Serve hot! .,CHINESE! .,1.0
Golden Chicken! .,"tomato, basil, sugar, onion, pepper! .",Serve hot -> Let it simmer -> Bake at 350°F! .,ITALIAN! .,3.0
Spaghetti Delight! .,"basil, beef, chili! .",Let it simmer -> Chop ingredients -> Heat oil! .,INDIAN! .,3.0
Sweet & Spicy Carrot! .,"olive oil, tomato, turmeric, spinach, flour, beef! .",Serve hot -> Heat oil -> Garnish with herbs! .,ITALIAN! .,4.0
Herbal Lemon Rice! .,"turmeric, cumin, butter, chili! .",Chop ingredients -> Garnish with herbs -> Add seasoning -> Mix ingredients -> Bake at 350°F! .,INDIAN! .,3.0
Sugar Glazed Rice! .,"pasta, spinach, cumin, sugar, rice! .",Bake at 350°F -> Add seasoning -> Chop ingredients -> Let it simmer! .,FRENCH! .,4.0
Golden Chicken! .,"pasta, carrot, egg, basil! .",Chop ingredients -> Serve hot -> Garnish with herbs! .,ITALIAN! .,2.0
Spaghetti Delight! .,"garlic, lemon, spinach, egg! .",Serve hot -> Boil water -> Let it simmer! .,MEXICAN! .,4.0
Sweet & Spicy Carrot! .,"egg, lemon, turmeric, pasta, chicken, garlic! .",Serve hot -> Chop ingredients -> Heat oil -> Bake at 350°F -> Boil water! .,INDIAN! .,1.0
Sugar Glazed Rice! .,"flour, cheese, potato, turmeric, beef, carrot! .",Mix ingredients -> Boil water -> Serve hot! .,AMERICAN! .,3.0
Spaghetti Delight! .,"pasta, pepper, salt, tomato, vanilla, basil! .",Boil water -> Mix ingredients -> Chop ingredients -> Garnish with herbs -> Bake at 350°F! .,AMERICAN! .,1.0
Sweet & Spicy Carrot! .,"chili, milk, egg, spinach, onion! .",Bake at 350°F -> Let it simmer -> Chop ingredients! .,FRENCH! .,4.0
Herbal Lemon Rice! .,"chili, flour, potato, cheese, cumin, tomato! .",Heat oil -> Add seasoning -> Garnish with herbs! .,MEXICAN! .,3.0
Sugar Glazed Rice! .,"olive oil, sugar, flour! .",Boil water -> Serve hot -> Mix ingredients -> Bake at 350°F -> Add seasoning! .,AMERICAN! .,2.0
Golden Chicken! .,"garlic, pasta, pepper, lemon, chili! .",Mix ingredients -> Bake at 350°F -> Serve hot -> Garnish with herbs -> Boil water! .,ITALIAN! .,3.0
Spaghetti Delight! .,"chicken, rice, pasta, sugar, pepper, turmeric! .",Chop ingredients -> Mix ingredients -> Bake at 350°F! .,INDIAN! .,2.0
Sweet & Spicy Carrot! .,"cumin, vanilla, chicken, tomato, olive oil! .",Add seasoning -> Chop ingredients -> Boil water -> Mix ingredients -> Garnish with herbs! .,FRENCH! .,2.0
Herbal Lemon Rice! .,"cumin, garlic, butter, flour, lemon! .",Boil water -> Heat oil -> Add seasoning -> Chop ingredients! .,ITALIAN! .,2.0
Sugar Glazed Rice! .,"chicken, olive oil, flour, egg, basil, tomato! .",Mix ingredients -> Let it simmer -> Chop ingredients -> Serve hot! .,THAI! .,5.0
Golden Chicken! .,"potato, chili, chicken, pasta! .",Chop ingredients -> Add seasoning -> Mix ingredients -> Heat oil! .,MEXICAN! .,4.0
Spaghetti Delight! .,"salt, turmeric, cumin, pepper! .",Serve hot -> Garnish with herbs -> Chop ingredients -> Mix ingredients -> Add seasoning! .,INDIAN! .,2.0
Sweet & Spicy Carrot! .,"sugar, garlic, olive oil! .",Bake at 350°F -> Heat oil -> Garnish with herbs -> Add seasoning! .,MEXICAN! .,1.0
Herbal Lemon Rice! .,"milk, pepper, olive oil, onion, basil, turmeric! .",Add seasoning -> Chop ingredients -> Serve hot -> Let it simmer! .,ITALIAN! .,2.0
Sugar Glazed Rice! .,"spinach, turmeric, olive oil, flour! .",Serve hot -> Heat oil -> Boil water -> Garnish with herbs! .,INDIAN! .,3.0
Golden Chicken! .,"chicken, milk, cumin, spinach, potato! .",Let it simmer -> Garnish with herbs -> Chop ingredients -> Mix ingredients! .,AMERICAN! .,1.0
Spaghetti Delight! .,"chicken, onion, cumin, flour! .",Add seasoning -> Mix ingredients -> Garnish with herbs -> Bake at 350°F! .,FRENCH! .,5.0
Sweet & Spicy Carrot! .,"carrot, pasta, vanilla, lemon! .",Bake at 350°F -> Let it simmer -> Boil water -> Chop ingredients -> Garnish with herbs! .,INDIAN! .,2.0
Herbal Lemon Rice! .,"potato, spinach, lemon, milk, carrot! .",Add seasoning -> Let it simmer -> Bake at 350°F! .,AMERICAN! .,4.0
Sugar Glazed Rice! .,"butter, pepper, potato, turmeric, carrot, spinach! .",Let it simmer -> Chop ingredients -> Serve hot -> Mix ingredients -> Add seasoning! .,INDIAN! .,1.0
Golden Chicken! .,"pasta, potato, cumin, rice! .",Chop ingredients -> Bake at 350°F -> Garnish with herbs -> Add seasoning -> Mix ingredients! .,INDIAN! .,1.0
Spaghetti Delight! .,"potato, egg, tomato, beef, carrot, sugar! .",Garnish with herbs -> Heat oil -> Let it simmer! .,ITALIAN! .,5.0
Sweet & Spicy Carrot! .,"turmeric, flour, salt, lemon, garlic! .",Mix ingredients -> Bake at 350°F -> Garnish with herbs! .,INDIAN! .,2.0
Herbal Lemon Rice! .,"vanilla, sugar, beef, egg! .",Garnish with herbs -> Boil water -> Serve hot! .,INDIAN! .,1.0
Golden Chicken! .,"cumin, butter, tomato, spinach, olive oil! .",Heat oil -> Chop ingredients -> Add seasoning! .,AMERICAN! .,5.0
Spaghetti Delight! .,"sugar, cumin, pepper, rice! .",Mix ingredients -> Chop ingredients -> Add seasoning -> Bake at 350°F -> Boil water! .,FRENCH! .,2.0
Sweet & Spicy Carrot! .,"beef, cheese, onion, chicken, pepper, garlic! .",Add seasoning -> Boil water -> Serve hot -> Garnish with herbs! .,AMERICAN! .,3.0
Herbal Lemon Rice! .,"beef, cheese, salt, vanilla! .",Heat oil -> Chop ingredients -> Add seasoning -> Garnish with herbs -> Boil water! .,FRENCH! .,4.0
Sugar Glazed Rice! .,"pepper, garlic, potato! .",Bake at 350°F -> Heat oil -> Chop ingredients -> Garnish with herbs -> Let it simmer! .,FRENCH! .,5.0
Golden Chicken! .,"cumin, spinach, potato, salt! .",Boil water -> Chop ingredients -> Mix ingredients! .,INDIAN! .,3.0
Spaghetti Delight! .,"salt, rice, olive oil! .",Serve hot -> Bake at 350°F -> Let it simmer! .,THAI! .,4.0
Sugar Glazed Rice! .,"basil, beef, garlic! .",Boil water -> Bake at 350°F -> Garnish with herbs -> Add seasoning -> Let it simmer! .,AMERICAN! .,5.0
Golden Chicken! .,"butter, spinach, lemon, carrot! .",Add seasoning -> Let it simmer -> Bake at 350°F -> Serve hot -> Chop ingredients! .,CHINESE! .,2.0
Spaghetti Delight! .,"beef, rice, lemon, flour, turmeric, milk! .",Serve hot -> Garnish with herbs -> Add seasoning -> Let it simmer -> Heat oil! .,CHINESE! .,3.0
Sweet & Spicy Carrot! .,"potato, salt, butter, milk! .",Let it simmer -> Serve hot -> Heat oil -> Mix ingredients -> Bake at 350°F! .,ITALIAN! .,1.0
Herbal Lemon Rice! .,"pepper, vanilla, potato, olive oil! .",Serve hot -> Heat oil -> Mix ingredients! .,INDIAN! .,3.0
Sugar Glazed Rice! .,"chili, pepper, tomato, vanilla, onion! .",Garnish with herbs -> Add seasoning -> Mix ingredients -> Serve hot! .,ITALIAN! .,1.0
Golden Chicken! .,"lemon, cumin, turmeric! .",Bake at 350°F -> Serve hot -> Heat oil! .,FRENCH! .,3.0
Spaghetti Delight! .,"basil, garlic, flour, carrot! .",Boil water -> Chop ingredients -> Mix ingredients -> Serve hot -> Add seasoning! .,FRENCH! .,4.0
Sweet & Spicy Carrot! .,"carrot, basil, olive oil! .",Mix ingredients -> Boil water -> Serve hot -> Add seasoning -> Let it simmer! .,CHINESE! .,5.0
Herbal Lemon Rice! .,"salt, tomato, chicken, egg! .",Let it simmer -> Heat oil -> Serve hot! .,FRENCH! .,1.0
Sugar Glazed Rice! .,"cumin, onion, milk, beef, carrot, pasta! .",Mix ingredients -> Boil water -> Heat oil! .,ITALIAN! .,3.0
Golden Chicken! .,"carrot, cheese, rice, egg, garlic, milk! .",Bake at 350°F -> Chop ingredients -> Garnish with herbs -> Heat oil! .,FRENCH! .,3.0
Spaghetti Delight! .,"carrot, turmeric, basil, spinach! .",Chop ingredients -> Let it simmer -> Boil water! .,AMERICAN! .,1.0
Sweet & Spicy Carrot! .,"turmeric, egg, spinach, olive oil, pasta! .",Bake at 350°F -> Let it simmer -> Garnish with herbs! .,MEXICAN! .,4.0
Herbal Lemon Rice! .,"carrot, beef, chili! .",Garnish with herbs -> Heat oil -> Let it simmer -> Serve hot! .,ITALIAN! .,4.0
Sugar Glazed Rice! .,"cumin, vanilla, spinach, egg, salt, beef! .",Serve hot -> Chop ingredients -> Heat oil! .,MEXICAN! .,4.0
Golden Chicken! .,"egg, pasta, tomato, chicken, pepper, rice! .",Let it simmer -> Garnish with herbs -> Boil water! .,MEXICAN! .,1.0
Spaghetti Delight! .,"chicken, egg, turmeric, chili, butter, tomato! .",Mix ingredients -> Serve hot -> Add seasoning! .,INDIAN! .,4.0
Sweet & Spicy Carrot! .,"flour, milk, tomato, cheese! .",Add seasoning -> Garnish with herbs -> Serve hot -> Boil water -> Mix ingredients! .,INDIAN! .,3.0
Herbal Lemon Rice! .,"salt, beef, flour, tomato, egg, basil! .",Mix ingredients -> Let it simmer -> Heat oil! .,ITALIAN! .,2.0
Sugar Glazed Rice! .,"cheese, egg, vanilla, pepper! .",Garnish with herbs -> Chop ingredients -> Add seasoning -> Let it simmer! .,INDIAN! .,3.0
Golden Chicken! .,"butter, lemon, olive oil, carrot, pasta! .",Serve hot -> Add seasoning -> Mix ingredients! .,INDIAN! .,1.0
Spaghetti Delight! .,"sugar, egg, pepper, potato! .",Bake at 350°F -> Mix ingredients -> Garnish with herbs! .,THAI! .,3.0
Sweet & Spicy Carrot! .,"chili, beef, pasta, lemon, salt, turmeric! .",Serve hot -> Heat oil -> Garnish with herbs -> Chop ingredients! .,ITALIAN! .,1.0
Herbal Lemon Rice! .,"milk, cumin, lemon, olive oil, beef! .",Bake at 350°F -> Serve hot -> Boil water -> Heat oil -> Mix ingredients! .,AMERICAN! .,1.0
Sugar Glazed Rice! .,"chili, lemon, garlic! .",Heat oil -> Chop ingredients -> Add seasoning! .,CHINESE! .,2.0
Golden Chicken! .,"lemon, flour, salt, potato! .",Garnish with herbs -> Chop ingredients -> Boil water -> Serve hot -> Bake at 350°F! .,MEXICAN! .,5.0
Spaghetti Delight! .,"olive oil, basil, pepper, chicken, lemon! .",Garnish with herbs -> Serve hot -> Let it simmer -> Chop ingredients -> Bake at 350°F! .,AMERICAN! .,4.0
Sweet & Spicy Carrot! .,"chicken, basil, tomato, olive oil, rice! .",Add seasoning -> Mix ingredients -> Let it simmer -> Serve hot -> Boil water! .,AMERICAN! .,2.0
Herbal Lemon Rice! .,"olive oil, sugar, basil, pepper! .",Let it simmer -> Mix ingredients -> Garnish with herbs -> Chop ingredients! .,AMERICAN! .,2.0
Sugar Glazed Rice! .,"salt, tomato, butter, turmeric, rice! .",Add seasoning -> Boil water -> Garnish with herbs! .,CHINESE! .,4.0
Golden Chicken! .,"cheese, egg, milk! .",Let it simmer -> Boil water -> Add seasoning -> Bake at 350°F! .,FRENCH! .,4.0
Spaghetti Delight! .,"pasta, lemon, cheese, onion, spinach, tomato! .",Boil water -> Chop ingredients -> Serve hot -> Add seasoning! .,CHINESE! .,5.0
Sweet & Spicy Carrot! .,"pepper, milk, spinach, chili, vanilla, olive oil! .",Boil water -> Let it simmer -> Garnish with herbs! .,FRENCH! .,1.0
Herbal Lemon Rice! .,"onion, salt, potato! .",Serve hot -> Add seasoning -> Boil water! .,INDIAN! .,2.0
Sugar Glazed Rice! .,"carrot, basil, milk, beef, garlic! .",Mix ingredients -> Serve hot -> Bake at 350°F! .,ITALIAN! .,2.0
Golden Chicken! .,"milk, pepper, cumin, cheese, carrot, onion! .",Mix ingredients -> Chop ingredients -> Boil water! .,ITALIAN! .,2.0
Spaghetti Delight! .,"pasta, lemon, salt! .",Let it simmer -> Boil water -> Bake at 350°F -> Garnish with herbs! .,CHINESE! .,5.0
Sweet & Spicy Carrot! .,"garlic, chili, pepper, sugar, egg, turmeric! .",Bake at 350°F -> Heat oil -> Garnish with herbs! .,ITALIAN! .,2.0
Herbal Lemon Rice! .,"carrot, lemon, milk, egg! .",Heat oil -> Boil water -> Chop ingredients! .,THAI! .,2.0
Sugar Glazed Rice! .,"vanilla, pepper, salt! .",Chop ingredients -> Bake at 350°F -> Add seasoning -> Heat oil! .,MEXICAN! .,4.0
Golden Chicken! .,"onion, spinach, sugar! .",Add seasoning -> Bake at 350°F -> Chop ingredients -> Serve hot! .,MEXICAN! .,1.0
Spaghetti Delight! .,"flour, garlic, butter, chili, beef! .",Boil water -> Add seasoning -> Let it simmer -> Heat oil -> Serve hot! .,FRENCH! .,1.0
Sweet & Spicy Carrot! .,"butter, spinach, milk! .",Let it simmer -> Add seasoning -> Chop ingredients -> Mix ingredients! .,CHINESE! .,4.0
Herbal Lemon Rice! .,"beef, butter, chili, lemon, carrot, pasta! .",Bake at 350°F -> Boil water -> Mix ingredients -> Garnish with herbs! .,CHINESE! .,2.0
Sugar Glazed Rice! .,"sugar, cumin, chili, butter! .",Heat oil -> Let it simmer -> Add seasoning -> Garnish with herbs! .,INDIAN! .,2.0
Spaghetti Delight! .,"cumin, onion, pepper, egg, milk! .",Chop ingredients -> Mix ingredients -> Serve hot! .,MEXICAN! .,5.0
Sweet & Spicy Carrot! .,"chicken, basil, egg, olive oil, garlic! .",Chop ingredients -> Heat oil -> Garnish with herbs! .,ITALIAN! .,1.0
Herbal Lemon Rice! .,"flour, turmeric, vanilla, sugar! .",Let it simmer -> Bake at 350°F -> Chop ingredients! .,THAI! .,5.0
Golden Chicken! .,"rice, vanilla, salt, chicken, cumin! .",Serve hot -> Bake at 350°F -> Garnish with herbs -> Add seasoning -> Mix ingredients! .,AMERICAN! .,4.0
Spaghetti Delight! .,"tomato, onion, cheese, flour, butter, chili! .",Bake at 350°F -> Chop ingredients -> Heat oil -> Serve hot -> Add seasoning! .,FRENCH! .,3.0
Herbal Lemon Rice! .,"basil, butter, beef, carrot! .",Add seasoning -> Chop ingredients -> Mix ingredients -> Let it simmer -> Boil water! .,FRENCH! .,1.0
Sugar Glazed Rice! .,"milk, turmeric, butter! .",Let it simmer -> Boil water -> Heat oil -> Mix ingredients! .,INDIAN! .,1.0
Golden Chicken! .,"potato, rice, vanilla! .",Let it simmer -> Bake at 350°F -> Boil water -> Garnish with herbs -> Serve hot! .,THAI! .,1.0
Spaghetti Delight! .,"tomato, garlic, rice, onion, flour, turmeric! .",Chop ingredients -> Boil water -> Heat oil! .,INDIAN! .,2.0
Sweet & Spicy Carrot! .,"beef, butter, tomato, milk! .",Heat oil -> Mix ingredients -> Garnish with herbs -> Boil water! .,THAI! .,2.0
Herbal Lemon Rice! .,"sugar, lemon, carrot! .",Bake at 350°F -> Add seasoning -> Garnish with herbs -> Boil water -> Let it simmer! .,ITALIAN! .,1.0
Sugar Glazed Rice! .,"spinach, chili, sugar, chicken, basil, lemon! .",Chop ingredients -> Serve hot -> Bake at 350°F -> Heat oil -> Garnish with herbs! .,AMERICAN! .,4.0
Golden Chicken! .,"lemon, garlic, carrot, basil, butter! .",Boil water -> Add seasoning -> Garnish with herbs! .,THAI! .,4.0
Herbal Lemon Rice! .,"cumin, cheese, milk! .",Bake at 350°F -> Add seasoning -> Let it simmer -> Heat oil! .,AMERICAN! .,3.0
Sugar Glazed Rice! .,"vanilla, chili, tomato, butter, beef! .",Mix ingredients -> Bake at 350°F -> Garnish with herbs -> Boil water -> Serve hot! .,CHINESE! .,1.0
Golden Chicken! .,"chicken, butter, rice, garlic, milk! .",Add seasoning -> Bake at 350°F -> Let it simmer! .,MEXICAN! .,5.0
Sweet & Spicy Carrot! .,"vanilla, beef, rice, onion, salt! .",Heat oil -> Boil water -> Mix ingredients -> Garnish with herbs! .,AMERICAN! .,1.0
Herbal Lemon Rice! .,"pepper, beef, butter, egg, potato! .",Chop ingredients -> Let it simmer -> Garnish with herbs -> Heat oil! .,FRENCH! .,2.0
Sugar Glazed Rice! .,"olive oil, cheese, chili! .",Bake at 350°F -> Garnish with herbs -> Add seasoning -> Serve hot -> Boil water! .,AMERICAN! .,5.0
Golden Chicken! .,"olive oil, butter, chicken, cheese, spinach, basil! .",Add seasoning -> Chop ingredients -> Serve hot -> Let it simmer -> Heat oil! .,FRENCH! .,5.0
Spaghetti Delight! .,"butter, turmeric, pasta, egg, onion! .",Let it simmer -> Bake at 350°F -> Add seasoning -> Heat oil -> Garnish with herbs! .,AMERICAN! .,5.0
Sweet & Spicy Carrot! .,"spinach, salt, flour, olive oil, egg, chicken! .",Garnish with herbs -> Bake at 350°F -> Let it simmer -> Serve hot! .,AMERICAN! .,3.0
Herbal Lemon Rice! .,"sugar, cheese, butter, pepper, cumin, lemon! .",Chop ingredients -> Boil water -> Add seasoning -> Mix ingredients! .,THAI! .,4.0
Sugar Glazed Rice! .,"milk, salt, cumin, sugar! .",Let it simmer -> Boil water -> Add seasoning! .,ITALIAN! .,3.0
Spaghetti Delight! .,"salt, turmeric, egg, rice, sugar! .",Heat oil -> Mix ingredients -> Garnish with herbs -> Boil water! .,ITALIAN! .,3.0
Sweet & Spicy Carrot! .,"garlic, onion, cheese, chicken, turmeric! .",Mix ingredients -> Serve hot -> Garnish with herbs! .,THAI! .,3.0
Herbal Lemon Rice! .,"butter, potato, vanilla! .",Serve hot -> Mix ingredients -> Chop ingredients -> Boil water! .,CHINESE! .,1.0
Sugar Glazed Rice! .,"egg, butter, vanilla! .",Bake at 350°F -> Let it simmer -> Chop ingredients -> Serve hot! .,ITALIAN! .,2.0
Golden Chicken! .,"turmeric, chili, lemon, pasta! .",Chop ingredients -> Boil water -> Bake at 350°F! .,FRENCH! .,5.0
Spaghetti Delight! .,"chili, butter, cumin, rice, onion! .",Serve hot -> Add seasoning -> Chop ingredients! .,MEXICAN! .,3.0
Sweet & Spicy Carrot! .,"onion, potato, egg, spinach, tomato, chicken! .",Serve hot -> Bake at 350°F -> Chop ingredients! .,AMERICAN! .,5.0
Herbal Lemon Rice! .,"vanilla, chicken, garlic, egg, cheese, onion! .",Mix ingredients -> Let it simmer -> Garnish with herbs -> Add seasoning -> Heat oil! .,ITALIAN! .,5.0
Sugar Glazed Rice! .,"salt, turmeric, pasta! .",Heat oil -> Bake at 350°F -> Let it simmer! .,AMERICAN! .,5.0
Golden Chicken! .,"turmeric, potato, onion, spinach! .",Boil water -> Mix ingredients -> Chop ingredients -> Serve hot! .,FRENCH! .,3.0
Spaghetti Delight! .,"turmeric, beef, garlic, egg, olive oil, pepper! .",Chop ingredients -> Serve hot -> Let it simmer! .,CHINESE! .,4.0
Sweet & Spicy Carrot! .,"potato, milk, onion, cheese! .",Garnish with herbs -> Let it simmer -> Chop ingredients -> Add seasoning -> Mix ingredients! .,CHINESE! .,3.0
Herbal Lemon Rice! .,"salt, sugar, flour, garlic, onion, lemon! .",Serve hot -> Chop ingredients -> Heat oil -> Mix ingredients -> Let it simmer! .,MEXICAN! .,2.0
Golden Chicken! .,"basil, vanilla, flour, rice! .",Bake at 350°F -> Heat oil -> Chop ingredients -> Garnish with herbs -> Add seasoning! .,CHINESE! .,4.0
